transaction_amount,transactions_last_24h,account_age_days,distance_from_home_km,is_foreign_transaction,is_high_risk_country,fraud
3.12,3,1894,32.64,0,0,1
50.09,3,1114,12.39,1,0,0
57.4,5,1629,4.36,1,0,0
61.06,1,208,46.48,0,0,1
104.15,4,1588,9.91,0,0,1
91.53,0,784,6.05,0,0,0
112.35,2,101,3.0,0,0,1
173.72,2,860,4.2,0,0,0
201.19,1,1992,26.83,0,0,1
151.95,4,1117,14.29,0,0,1
373.54,5,309,36.67,0,0,0
2.21,2,1968,3.96,0,0,1
26.15,4,305,1.94,0,0,0
0.91,4,656,0.09,0,1,1
125.12,2,1487,10.63,1,0,1
273.97,2,1314,95.72,0,0,1
33.48,3,1010,17.81,0,1,1
314.13,3,1092,5.53,1,0,1
7.46,3,918,31.42,1,0,1
326.97,4,880,22.83,0,0,1
51.99,5,1375,0.23,0,0,0
12.83,4,762,25.46,1,0,1
79.83,4,1498,5.36,0,0,0
35.61,2,1913,2.43,0,1,1
40.24,2,351,3.85,0,0,1
44.06,5,1643,9.48,0,0,0
194.96,2,71,8.3,0,0,1
92.96,1,785,5.11,0,0,0
44.76,2,634,2.84,1,0,1
113.1,4,1462,21.55,0,0,0
151.12,2,1691,69.24,0,0,0
38.2,4,1761,22.56,0,0,1
64.04,1,265,5.26,1,0,1
15.6,3,837,4.21,0,0,0
23.98,5,1023,3.68,0,0,0
137.15,4,1861,2.2,1,0,1
24.02,1,1907,12.02,0,0,0
89.37,2,1803,13.95,0,0,1
148.15,2,1739,18.34,1,0,1
13.56,7,1380,17.1,1,0,0
100.53,2,1559,5.19,0,0,0
35.58,3,1337,6.01,1,0,1
395.38,3,624,17.16,0,0,0
79.29,6,254,6.45,0,0,1
196.78,2,766,3.59,1,0,1
95.88,2,833,7.03,1,0,1
5.33,2,789,4.76,0,0,0
120.34,1,1769,1.39,0,0,0
362.9,3,741,26.59,0,0,1
110.44,5,1856,28.77,0,0,0
205.24,4,1445,3.72,0,0,0
258.71,4,887,1.0,0,0,0
31.06,3,1250,20.14,0,0,0
28.6,2,525,3.56,0,0,1
113.3,4,483,7.5,0,1,1
63.53,3,45,0.99,0,0,1
219.81,3,1211,3.85,0,1,0
276.34,1,1420,23.62,0,0,1
52.33,4,1802,24.47,1,0,0
32.44,3,1050,3.48,0,0,1
181.98,1,1744,6.14,0,0,0
38.56,1,839,2.16,0,0,0
207.53,1,1081,1.16,0,0,1
66.14,2,1095,72.75,0,0,0
132.15,3,1102,15.99,0,0,0
12.05,3,1692,11.72,0,0,1
117.34,3,1904,21.75,0,0,1
72.13,1,375,27.5,0,0,1
106.0,3,1195,24.65,0,0,0
22.07,2,1772,0.25,1,0,1
160.21,1,954,3.1,0,0,0
238.36,1,985,15.96,0,0,1
29.31,1,1521,7.07,0,0,0
12.07,4,440,60.67,0,0,0
2.87,3,868,16.42,1,0,0
123.26,2,1522,47.04,0,0,0
112.1,2,239,3.37,1,0,1
94.94,3,379,29.92,0,0,1
31.67,2,187,5.81,1,0,1
59.49,4,1890,68.44,0,0,0
108.31,2,1443,2.57,0,0,0
82.4,3,577,10.9,0,0,0
528.62,5,1623,23.61,0,0,0
17.6,5,1303,8.5,0,0,1
142.55,2,1239,9.47,0,0,0
62.17,1,802,64.42,0,1,1
67.08,1,1773,8.31,1,0,1
151.73,4,909,13.9,0,0,1
141.49,1,1784,0.84,0,0,1
568.73,4,984,27.7,1,0,1
16.49,1,1833,15.67,1,0,0
13.19,5,91,7.76,0,0,0
154.63,1,855,0.24,0,0,1
103.64,1,771,13.44,0,0,0
38.45,2,1226,0.19,0,0,1
9.93,4,627,0.02,0,0,1
10.75,0,1222,14.36,0,0,0
269.53,4,1309,3.14,0,1,1
25.56,0,1107,3.2,0,0,1
46.88,1,1043,15.89,1,0,1
30.84,3,1668,0.83,0,0,0
52.62,1,225,5.64,0,0,1
8.63,4,299,2.43,0,0,0
87.84,3,454,13.02,0,0,1
8.4,2,932,16.26,0,0,1
193.35,4,561,19.16,0,0,0
31.94,7,202,4.42,1,0,1
93.19,4,1672,1.4,0,0,0
254.51,4,298,1.23,0,0,0
126.28,3,1997,8.33,0,0,0
91.36,3,592,43.74,0,0,1
47.05,2,1682,3.68,0,0,0
48.6,2,1177,4.45,0,0,1
132.85,3,1422,1.6,0,0,0
616.74,3,1899,13.95,0,1,1
130.11,2,1925,17.09,0,0,0
97.91,3,1440,15.45,0,0,0
157.41,3,1844,29.61,0,0,1
75.1,3,1403,10.0,0,0,0
7.44,4,866,2.17,0,0,0
99.15,3,1474,5.12,0,0,0
379.34,8,1980,16.29,1,1,1
23.13,3,790,14.24,0,1,1
140.54,2,905,11.36,0,0,0
26.92,4,929,17.23,0,0,1
92.1,0,1684,15.22,0,0,0
12.2,4,573,31.97,0,0,0
71.82,2,1562,13.23,0,0,0
169.35,1,1710,22.62,0,0,0
51.25,2,22,4.29,0,0,0
131.2,1,1735,17.01,0,0,1
190.43,1,996,34.87,0,0,1
314.37,4,349,7.31,0,1,1
32.09,3,874,22.65,0,1,0
61.16,2,1907,19.35,1,0,0
19.84,3,1897,0.92,1,0,0
586.88,3,1809,13.07,0,1,1
314.08,3,321,2.09,0,0,1
93.17,5,742,51.31,0,0,1
221.44,4,1137,25.02,1,0,1
88.32,1,348,1.74,0,0,1
117.25,2,1231,1.95,1,0,0
11.2,3,309,13.54,0,0,1
168.91,3,1477,6.34,0,1,0
16.4,5,368,0.53,1,0,0
209.89,2,1401,11.7,0,0,1
182.81,3,178,7.36,0,0,1
148.03,4,1182,1.6,0,0,1
4.42,2,770,24.29,0,0,1
43.34,2,777,36.99,0,0,0
36.64,1,991,21.2,0,0,1
53.58,3,51,25.93,0,0,0
11.01,4,211,3.66,0,0,0
331.67,6,979,4.59,0,0,1
96.84,2,1277,3.51,1,0,0
43.75,5,1702,21.73,0,0,0
60.7,4,473,44.32,0,0,0
71.13,7,458,18.93,0,0,1
110.13,4,922,31.99,0,0,1
87.0,3,807,15.27,1,0,1
302.18,2,803,7.36,0,0,1
82.45,5,446,8.32,0,0,0
581.79,6,1926,1.17,0,0,1
228.8,2,1783,0.48,0,0,0
28.06,2,540,17.84,1,0,1
320.14,2,574,8.66,1,0,1
14.85,1,1630,12.05,0,0,0
204.09,4,1306,12.24,1,0,1
57.48,5,1463,4.87,0,0,1
252.42,5,881,9.69,0,0,1
243.05,5,222,9.54,0,0,1
196.74,3,958,7.38,0,1,1
187.3,5,1906,25.78,0,0,1
43.61,3,1137,9.0,1,0,0
10.13,0,201,13.88,0,0,0
61.9,2,1974,33.88,0,1,1
22.87,2,1722,30.17,0,0,0
142.47,3,1692,33.17,0,0,0
50.98,3,1413,4.72,0,0,0
445.63,4,1114,0.53,0,0,1
122.92,4,714,4.54,0,0,0
207.44,3,558,4.9,0,0,1
17.06,2,1410,36.01,0,0,0
237.67,2,1871,15.71,1,0,0
307.3,4,163,1.28,0,0,1
80.11,3,1675,2.18,0,0,0
111.85,0,580,2.54,0,0,1
173.68,4,1769,14.93,0,1,1
23.06,3,1794,19.94,1,0,0
83.8,2,249,29.45,0,0,0
61.03,1,383,42.36,0,0,1
18.99,3,1934,3.38,1,1,1
54.98,3,814,5.56,0,0,0
8.47,2,808,4.12,0,0,0
3.14,1,1237,6.67,0,0,1
17.43,3,620,36.92,0,0,1
395.99,5,1383,12.84,0,0,0
95.7,4,697,20.1,0,0,0
405.14,3,783,10.1,1,0,0
67.98,4,1816,0.44,0,0,1
44.84,6,152,1.0,0,0,0
84.66,4,1222,11.58,0,0,0
69.47,2,281,19.03,0,0,1
13.4,2,1565,3.64,0,0,0
122.87,2,1878,19.2,0,0,0
29.21,2,1333,24.96,0,0,0
115.98,2,435,7.96,0,0,0
126.05,2,55,20.58,0,0,0
19.79,2,104,7.76,0,0,0
7.6,1,1963,17.01,0,0,0
182.11,2,73,21.66,0,0,1
73.9,1,422,72.29,0,0,1
7.19,4,1676,6.36,0,0,0
632.63,1,1042,7.94,0,1,1
7.14,4,468,2.72,1,1,1
142.51,2,1748,3.42,0,0,0
493.84,1,1442,17.73,0,0,1
32.8,4,479,37.34,0,0,0
18.41,4,819,7.53,0,0,1
15.53,4,515,2.97,0,0,1
43.36,2,1719,5.03,0,0,0
12.78,2,1106,9.11,0,1,0
141.38,2,93,5.15,0,0,0
7.72,2,68,3.99,0,0,0
85.46,2,1054,19.98,0,0,0
685.55,5,1491,0.12,0,0,1
201.82,1,927,11.62,0,0,0
114.61,1,166,23.68,1,0,0
43.88,5,1864,4.64,0,0,1
117.35,3,1362,13.87,0,0,0
89.85,2,1606,16.58,0,0,0
66.63,4,585,15.96,0,0,1
16.81,2,846,8.85,0,0,1
261.22,3,689,6.38,0,0,1
71.69,3,212,27.11,0,0,0
25.97,4,1674,21.31,0,1,0
55.02,4,1790,5.81,0,0,0
64.16,2,1139,1.63,0,0,0
210.91,2,1866,1.12,0,0,1
158.74,1,1155,1.49,1,0,0
176.0,6,327,13.12,0,1,1
1.33,4,1215,0.8,0,0,0
64.57,3,1648,6.16,0,0,1
78.78,2,1349,20.99,0,0,0
2.33,2,1847,5.23,0,0,0
36.1,2,1806,21.61,0,0,0
171.4,5,1658,20.52,0,0,0
17.7,1,415,4.23,1,0,0
91.97,3,995,19.57,0,1,1
29.08,1,958,20.66,0,0,0
1.46,1,1103,7.6,0,0,0
33.12,7,1193,3.54,0,0,1
446.93,6,1273,11.05,0,0,1
194.06,1,1556,38.15,0,0,1
385.0,5,1171,15.31,0,0,0
80.3,3,504,2.85,0,0,1
13.95,2,688,17.22,1,0,1
95.28,3,1280,8.36,0,0,1
72.7,3,1899,13.43,0,0,0
223.22,4,1576,19.87,0,0,0
12.39,6,1557,10.85,0,0,0
80.39,3,1276,25.23,0,0,0
19.51,3,1653,19.21,0,0,0
47.11,5,1369,14.32,0,0,1
160.44,0,1455,2.45,0,0,0
77.56,5,844,27.11,0,0,1
56.57,2,203,41.21,0,0,1
60.2,1,317,2.21,0,0,0
73.82,4,1678,10.05,1,0,1
184.46,4,1940,4.49,0,0,0
267.17,5,515,21.07,0,0,1
373.03,2,290,19.18,0,0,1
185.52,2,1836,2.28,1,0,1
45.47,4,684,31.44,0,0,1
139.82,4,1823,2.99,0,1,1
69.07,3,942,23.94,0,1,0
35.27,1,1472,9.16,0,0,0
220.57,1,724,5.97,0,0,1
4.7,1,617,2.58,0,0,0
278.44,1,492,2.75,0,0,0
74.27,4,1256,16.27,0,0,0
121.67,3,1782,11.99,0,1,0
129.23,4,126,1.95,0,1,1
270.59,3,977,1.79,0,1,1
121.49,3,201,1.13,1,0,1
114.21,3,797,20.43,1,0,1
8.28,0,627,18.67,0,0,1
87.68,6,525,0.9,0,0,0
19.53,4,1563,12.32,0,0,0
160.47,1,316,1.33,0,0,0
86.15,6,1997,35.11,0,0,0
136.82,1,541,35.65,0,0,0
5.11,3,131,17.97,1,0,1
10.63,6,658,39.09,1,0,1
151.19,3,601,25.03,0,0,1
8.98,1,1187,26.45,0,0,1
8.87,4,879,12.65,1,0,1
1.46,1,1570,5.48,1,0,0
376.2,4,1485,3.68,1,0,0
160.5,5,1202,5.94,0,0,0
52.3,1,68,14.85,0,0,0
42.21,2,310,2.84,0,0,0
51.64,5,562,4.49,0,0,1
178.81,9,1583,9.47,0,1,0
129.94,5,1150,3.98,0,0,1
24.58,4,1820,13.32,1,0,1
22.96,4,1815,38.49,1,0,0
12.43,4,1160,20.68,0,0,1
129.56,3,1438,16.47,1,0,1
173.46,2,408,13.11,0,1,1
36.95,2,524,10.04,0,0,0
2.54,7,814,3.1,0,1,0
10.29,4,1918,33.77,0,0,1
412.52,3,507,4.29,0,0,0
42.02,1,951,1.44,0,0,1
175.96,1,537,20.8,0,0,1
117.59,2,407,2.9,0,0,1
57.74,2,1298,6.98,1,0,0
27.63,4,1784,0.43,0,0,1
15.53,3,1296,2.21,0,0,0
114.55,4,1431,2.85,0,0,1
178.8,6,1679,0.84,0,0,1
123.91,2,1758,16.04,0,0,0
90.68,5,1560,27.21,0,0,1
5.14,1,445,7.01,0,0,1
414.89,4,849,31.14,0,0,1
192.36,2,1963,3.6,0,0,0
41.58,5,369,5.9,0,0,0
469.26,2,1162,2.45,0,0,1
110.52,4,873,14.54,1,1,1
104.79,2,643,8.17,0,0,1
165.43,6,1274,14.25,0,0,1
200.41,2,1660,21.51,1,0,0
128.22,0,1742,11.84,0,0,0
16.45,2,1255,14.82,0,0,0
49.55,3,223,41.06,1,0,1
315.87,2,925,5.33,0,0,0
30.53,4,601,6.67,0,0,0
55.86,2,1808,18.97,1,0,0
67.89,2,144,14.17,1,0,0
69.45,4,1851,2.95,0,0,0
113.9,1,763,7.08,0,0,0
343.92,1,395,9.46,0,0,1
33.04,4,1336,8.16,0,0,0
15.54,3,1815,2.95,0,0,1
26.4,8,1320,38.74,0,1,0
261.56,1,1595,21.55,0,0,0
124.55,4,1222,9.85,1,0,0
40.41,2,1330,17.09,1,0,1
203.1,2,1559,34.14,1,0,1
237.11,3,398,2.2,1,0,1
224.9,4,1492,4.32,0,0,0
301.49,3,753,11.74,0,0,0
34.88,4,1294,24.07,0,0,0
168.8,5,713,0.55,0,0,1
74.06,5,934,62.04,0,0,0
221.42,2,1748,9.1,0,0,0
156.45,5,782,6.68,1,1,1
179.77,3,1146,5.2,0,0,0
128.11,5,1919,2.87,0,0,0
23.44,3,873,23.52,0,1,0
94.5,6,1069,46.66,0,0,0
501.35,1,88,8.01,0,0,1
332.5,1,1308,45.68,0,0,1
5.3,4,1993,26.04,0,0,0
21.61,3,1311,9.84,0,0,0
16.95,7,683,16.81,0,0,0
155.35,2,321,8.56,0,1,0
204.31,0,1562,12.27,1,0,1
28.82,2,213,0.9,0,0,0
84.59,3,994,17.87,1,0,1
220.44,2,1985,0.81,0,0,1
158.37,3,26,25.48,0,0,1
93.77,3,1747,26.14,0,1,0
107.09,1,485,4.06,0,0,0
85.2,4,1544,5.87,0,1,1
42.38,4,1026,9.85,0,0,1
99.9,4,219,13.62,1,0,0
140.11,3,508,5.08,0,0,0
247.93,2,1435,13.47,0,0,0
121.37,2,438,5.3,0,1,1
171.82,2,1111,0.86,0,0,1
20.93,0,1601,0.04,0,0,0
74.29,4,1113,1.6,0,0,1
1.13,2,1339,23.57,0,0,1
33.99,4,67,48.83,0,0,1
155.56,2,1563,8.35,0,0,1
576.58,7,1241,10.78,0,0,1
12.53,5,1544,2.38,0,0,0
61.6,3,1168,12.01,0,0,1
193.18,1,1877,2.34,0,0,0
27.38,4,1003,14.17,0,0,0
97.18,1,531,40.6,0,0,0
158.49,2,590,3.27,0,0,0
114.85,2,1886,21.69,0,0,0
24.99,4,908,0.36,0,0,0
52.69,5,1116,7.06,0,0,0
183.78,2,630,1.76,0,0,0
96.95,2,1077,6.52,0,0,0
0.63,2,1516,2.86,0,0,0
171.75,3,975,7.01,0,0,1
4.31,4,919,8.11,0,0,0
164.32,1,1677,5.36,0,0,0
27.15,4,502,16.03,0,0,0
380.62,5,508,37.67,0,0,1
55.05,1,1051,7.68,0,0,1
47.51,2,614,3.2,0,0,0
19.35,3,957,4.74,0,0,1
43.77,1,303,28.86,0,1,0
251.13,3,1181,12.72,0,0,0
673.05,4,1505,9.1,0,0,0
55.12,4,181,2.43,0,0,1
71.44,3,1596,8.96,0,0,0
153.65,5,540,4.9,0,0,0
260.79,1,1153,43.01,0,0,0
107.89,4,1869,32.32,1,0,0
59.62,2,1770,1.31,0,0,0
63.85,1,75,10.91,0,0,0
142.74,4,150,3.82,0,0,0
0.39,3,455,7.93,0,0,1
115.98,2,1539,31.42,0,0,1
52.71,2,198,11.25,0,1,1
189.7,1,167,6.1,0,0,1
11.71,2,1643,3.5,1,1,0
106.47,4,679,24.17,0,0,1
78.7,4,1980,14.69,0,0,0
123.38,6,255,9.47,0,0,1
8.05,1,865,3.68,0,0,0
104.1,4,953,6.1,0,0,1
98.92,0,757,48.22,0,0,0
98.7,2,1066,11.01,0,0,1
111.01,2,1394,7.68,0,0,1
135.41,2,1786,11.05,0,0,0
196.16,1,339,22.64,0,0,1
37.74,3,521,6.24,0,0,1
209.19,5,859,2.95,0,0,0
82.76,1,1820,13.19,0,0,1
9.62,2,1104,16.41,0,0,0
7.24,5,1346,18.71,0,0,1
48.82,2,1948,32.05,0,1,1
184.4,2,1761,6.96,0,0,0
147.59,4,88,1.18,0,0,1
186.49,2,178,47.68,0,0,0
87.4,2,819,8.56,0,0,0
69.62,3,992,14.64,0,0,1
19.14,4,189,16.46,1,0,0
47.73,4,1661,11.86,0,0,1
68.3,4,269,3.45,0,0,1
11.13,5,1519,21.11,0,0,1
29.91,2,1805,24.43,0,0,0
109.42,0,1038,12.08,0,0,0
159.66,3,306,10.06,0,0,1
768.66,3,629,1.81,0,0,1
324.57,2,864,1.32,1,0,1
123.46,3,369,6.22,0,1,1
65.63,5,126,5.58,0,0,0
121.33,1,366,46.08,1,0,0
184.82,2,966,22.96,1,0,1
15.11,4,1876,16.18,0,0,1
63.3,2,448,10.94,0,0,1
219.76,0,1364,2.75,0,0,0
58.11,5,1558,57.57,0,0,0
101.8,0,1687,7.05,0,0,1
106.34,2,1221,1.7,0,0,0
24.47,3,1314,10.21,0,0,0
53.97,2,1544,31.07,0,0,0
48.87,6,1499,32.74,0,1,1
3.19,5,1148,0.17,0,0,0
2.94,3,1973,32.61,0,0,0
213.84,4,1269,4.75,0,0,1
38.27,5,1371,0.6,0,0,0
87.6,2,531,28.24,0,0,1
42.58,2,208,29.91,0,0,1
338.98,4,1797,13.6,0,1,1
36.02,4,1083,12.82,0,0,0
67.38,7,1973,25.16,0,0,0
247.37,6,1175,23.15,0,0,1
221.37,4,1816,33.12,0,0,1
24.71,3,1561,12.07,0,1,1
194.73,5,1547,51.47,0,0,0
73.54,2,679,83.38,0,1,0
79.16,6,1063,1.86,0,0,0
17.19,2,1115,28.41,0,0,0
10.08,6,40,10.39,0,0,1
156.21,3,1781,7.35,0,0,1
82.33,2,1017,14.24,0,0,0
68.91,5,342,0.86,0,1,1
156.9,3,669,10.59,0,0,0
174.04,2,186,30.71,0,0,1
20.77,2,379,3.6,1,0,1
113.06,1,556,8.34,1,0,0
17.45,4,544,42.07,0,0,1
167.02,2,1139,8.39,0,0,1
128.39,3,106,6.66,0,1,1
376.52,2,239,8.71,1,0,1
8.57,3,236,10.99,0,0,1
7.05,2,380,14.99,0,0,1
39.79,0,1133,24.19,0,0,0
